"CCLE_ID","depMapID","Name","Pathology","Site_Primary","Histology","Gender","Age","Site_Of_Finding","tcga_code"
"SNU46_UPPER_AERODIGESTIVE_TRACT","ACH-000500","SNU-46","primary","upper_aerodigestive_tract","carcinoma","male","66","","HNSC"
"SNU308_BILIARY_TRACT","ACH-000141","SNU-308","primary","biliary_tract","carcinoma","","missing info","","missing info"
"YD8_UPPER_AERODIGESTIVE_TRACT","ACH-000630","YD-8","primary","upper_aerodigestive_tract","carcinoma","female","46","","HNSC"
"SNU245_BILIARY_TRACT","ACH-000268","SNU-245","primary","biliary_tract","carcinoma","","missing info","","missing info"
"SNU478_BILIARY_TRACT","ACH-000377","SNU-478","primary","biliary_tract","carcinoma","","missing info","","missing info"
"SNU410_PANCREAS","ACH-000517","SNU-410","primary","pancreas","carcinoma","male","53","","PAAD"
"SNU899_UPPER_AERODIGESTIVE_TRACT","ACH-000692","SNU-899","primary","upper_aerodigestive_tract","carcinoma","male","56","","HNSC"
"SNU503_LARGE_INTESTINE","ACH-000683","SNU-503","primary","large_intestine","carcinoma","male","52","","COAD/READ"
"SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000195","Set-2","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","71","","missing info"
"SNU738_CENTRAL_NERVOUS_SYSTEM","ACH-000807","SNU-738","primary","central_nervous_system","glioma","male","40","","missing info"
"SNU626_CENTRAL_NERVOUS_SYSTEM","ACH-000370","SNU-626","primary","central_nervous_system","glioma","male","65","","GBM"
"SNU869_BILIARY_TRACT","ACH-000182","SNU-869","primary","biliary_tract","carcinoma","","missing info","","missing info"
"SNU878_LIVER","ACH-000686","SNU-878","primary","liver","carcinoma","female","54","","LIHC"
"SNU840_OVARY","ACH-000280","SNU-840","primary","ovary","carcinoma","female","45","","OV"
"SNU8_OVARY","ACH-000460","SNU-8","primary","ovary","carcinoma","female","55","","OV"
"NCIH684_LIVER","ACH-000089","NCI-H684","primary","liver","other","","55","","LIHC"
"IGR39_SKIN","ACH-000550","IGR-39","primary","skin","malignant_melanoma","male","26","","SKCM"
"DAOY_CENTRAL_NERVOUS_SYSTEM","ACH-000211","Daoy","primary","central_nervous_system","primitive_neuroectodermal_tumour-medulloblastoma","male","4","","MB"
"HEP3B217_LIVER","ACH-000625","Hep 3B2.1-7","primary","liver","carcinoma","male","8","","LIHC"
"KYM1_SOFT_TISSUE","ACH-000607","KYM-1","primary","soft_tissue","rhabdomyosarcoma","","1","","SARC"
"LC1F_LUNG","ACH-000705","LC-1F","primary","lung","carcinoma","male","69","","LUSC"
"CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000641","CMK","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","0.8333","","LAML"
"JMSU1_URINARY_TRACT","ACH-000753","JMSU-1","primary","urinary_tract","carcinoma","male","75","","BLCA"
"IMR32_AUTONOMIC_GANGLIA","ACH-000310","IMR-32","primary","autonomic_ganglia","neuroblastoma","male","1","","NB"
"SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000656","SU-DHL-8","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","59","pleura","DLBC"
"T3M4_PANCREAS","ACH-000085","T3M-4","metastasis","pancreas","carcinoma","male","64","lymph_node","PAAD"
"PK45H_PANCREAS","ACH-000468","PK-45H","primary","pancreas","carcinoma","","missing info","","PAAD"
"HEC59_ENDOMETRIUM","ACH-000994","HEC-59","primary","endometrium","carcinoma","female","missing info","","UCEC"
"T3M10_LUNG","ACH-000813","T3M-10","primary","lung","carcinoma","male","40","","missing info"
"NUGC2_STOMACH","ACH-000761","NUGC-2","primary","stomach","carcinoma","female","56","","STAD"
"PLCPRF5_LIVER","ACH-001318","PLC/PRF/5","primary","liver","carcinoma","male","24","","LIHC"
"KPNYN_AUTONOMIC_GANGLIA","ACH-000227","KP-N-YN","metastasis","autonomic_ganglia","neuroblastoma","male","2","lymph_node","NB"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","ACH-000329","CCF-STTG1","primary","central_nervous_system","glioma","female","68","","GBM"
"NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000050","NCI-H929","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","62","pleura","MM"
"KMRC3_KIDNEY","ACH-000313","KMRC-3","primary","kidney","carcinoma","male","missing info","","KIRC"
"NCIH2023_LUNG","ACH-000781","NCI-H2023","metastasis","lung","carcinoma","male","26","lymph_node","LUAD"
"DMS153_LUNG","ACH-000594","DMS 153","metastasis","lung","carcinoma","male","44","liver","SCLC"
"NCIH1048_LUNG","ACH-000866","NCI-H1048","metastasis","lung","carcinoma","female","missing info","pleura","SCLC"
"D341MED_CENTRAL_NERVOUS_SYSTEM","ACH-000095","D341 Med","primary","central_nervous_system","primitive_neuroectodermal_tumour-medulloblastoma","male","3.5","","MB"
"NCIH660_PROSTATE","ACH-000177","NCI-H660","metastasis","prostate","carcinoma","male","63","lymph_node","PRAD"
"NCIH1618_LUNG","ACH-000179","NCI-H1618","metastasis","lung","carcinoma","female","55","bone_marrow","SCLC"
"HS675T_FIBROBLAST","ACH-000214","Hs 675.T","primary","large_intestine","carcinoma","male","missing info","","COAD/READ"
"PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000519","PEER","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","4","","ALL"
"SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000373","SKM-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","76","","LAML"
"HT144_SKIN","ACH-000322","HT-144","metastasis","skin","malignant_melanoma","male","29","subcutaneous_tissue","SKCM"
"SKMEL31_SKIN","ACH-000640","SK-MEL-31","primary","skin","malignant_melanoma","female","missing info","","SKCM"
"HS839T_FIBROBLAST","ACH-000180","Hs 839.T","primary","skin","malignant_melanoma","female","42","","SKCM"
"HS939T_SKIN","ACH-000814","Hs 939.T","primary","skin","malignant_melanoma","female","24","","SKCM"
"OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000158","OCI-LY3","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","","missing info","","DLBC"
"HS819T_FIBROBLAST","ACH-000224","Hs 819.T","primary","bone","chondrosarcoma","male","60","","SARC"
"NCIH69_LUNG","ACH-000358","NCI-H69","metastasis","lung","carcinoma","male","55","pleura","SCLC"
"DV90_LUNG","ACH-000925","DV-90","metastasis","lung","carcinoma","male","50","pleura","LUAD"
"ZR751_BREAST","ACH-000097","ZR-75-1","metastasis","breast","carcinoma","female","63","ascites","BRCA"
"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000386","KG-1","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","59","","LAML"
"SKNBE2_AUTONOMIC_GANGLIA","ACH-000312","SK-N-BE(2)","metastasis","autonomic_ganglia","neuroblastoma","male","2.166666667","bone_marrow","NB"
"HCC70_BREAST","ACH-000668","HCC70","primary","breast","carcinoma","female","49","","BRCA"
"NCIH2452_PLEURA","ACH-000092","NCI-H2452","metastasis","pleura","mesothelioma","male","missing info","pleura","MESO"
"SNU1_STOMACH","ACH-000932","SNU-1","metastasis","stomach","carcinoma","male","44","ascites","STAD"
"LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000104","Loucy","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","38","","ALL"
"HCC56_LARGE_INTESTINE","ACH-000467","HCC-56","primary","large_intestine","carcinoma","","missing info","","COAD/READ"
"NCIH1648_LUNG","ACH-000766","NCI-H1648","metastasis","lung","carcinoma","male","39","lymph_node","LUAD"
"TO175T_FIBROBLAST","ACH-000125","TO 175.T","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","29","skin","missing info"
"MPP89_PLEURA","ACH-000319","MPP 89","metastasis","pleura","mesothelioma","male","67","pleura","MESO"
"PANC0813_PANCREAS","ACH-000417","Panc 08.13","primary","pancreas","carcinoma","male","85","","PAAD"
"MG63_BONE","ACH-000359","MG-63","primary","bone","osteosarcoma","male","14","","SARC"
"PK1_PANCREAS","ACH-000307","PK-1","primary","pancreas","carcinoma","","missing info","","PAAD"
"HS840T_FIBROBLAST","ACH-000284","Hs 840.T","benign_neoplasia","upper_aerodigestive_tract","other","male","7","","missing info"
"NCIH23_LUNG","ACH-000900","NCI-H23","primary","lung","carcinoma","male","51","","LUAD"
"TE617T_SOFT_TISSUE","ACH-000051","TE 617.T","primary","soft_tissue","rhabdomyosarcoma","female","1.67","","SARC"
"SW1088_CENTRAL_NERVOUS_SYSTEM","ACH-000437","SW 1088","primary","central_nervous_system","glioma","male","72","","GBM"
"ISTMES2_PLEURA","ACH-000331","IST-MES2","metastasis","pleura","mesothelioma","male","71","pleura","MESO"
"NCIH1373_LUNG","ACH-000845","NCI-H1373","primary","lung","carcinoma","male","56","","LUAD"
"NCIH1930_LUNG","ACH-000870","NCI-H1930","metastasis","lung","carcinoma","male","41","lymph_node","SCLC"
"NCIH1623_LUNG","ACH-000744","NCI-H1623","metastasis","lung","carcinoma","male","58","lymph_node","LUAD"
"HS229T_FIBROBLAST","ACH-000131","Hs 229.T","primary","lung","carcinoma","male","65","","LUAD"
"NCIH1838_LUNG","ACH-000733","NCI-H1838","primary","lung","carcinoma","female","missing info","","LUAD"
"NCIH1836_LUNG","ACH-000559","NCI-H1836","primary","lung","carcinoma","male","52","","SCLC"
"HS688AT_FIBROBLAST","ACH-000306","Hs 688(A).T","primary","skin","malignant_melanoma","male","69","","SKCM"
"PANC0504_PANCREAS","ACH-000093","Panc 05.04","primary","pancreas","carcinoma","female","77","","PAAD"
"HS822T_FIBROBLAST","ACH-000229","Hs 822.T","primary","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","female","9","","missing info"
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000402","BL-70","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","16","","DLBC"
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000687","CI-1","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","38","ascites","DLBC"
"G292CLONEA141B1_BONE","ACH-000082","G-292, clone A141B1","primary","bone","osteosarcoma","female","9","","SARC"
"RCM1_LARGE_INTESTINE","ACH-000565","RCM-1","primary","large_intestine","carcinoma","female","73","","COAD/READ"
"HS737T_FIBROBLAST","ACH-000185","Hs 737.T","primary","bone","giant_cell_tumour","female","10","","missing info"
"HS616T_FIBROBLAST","ACH-000063","Hs 616.T","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","16","","missing info"
"HS600T_FIBROBLAST","ACH-000240","Hs 600.T","primary","skin","malignant_melanoma","","missing info","","missing info"
"TE159T_FIBROBLAST","ACH-000175","TE 159.T","primary","soft_tissue","rhabdomyosarcoma","male","6","","missing info"
"A101D_SKIN","ACH-000008","A101D","primary","skin","malignant_melanoma","male","56","","SKCM"
"NCIH1755_LUNG","ACH-000282","NCI-H1755","metastasis","lung","carcinoma","female","65","liver","LUAD"
"RERFLCKJ_LUNG","ACH-000482","RERF-LC-KJ","primary","lung","carcinoma","male","78","","LUAD"
"NCIH1693_LUNG","ACH-000021","NCI-H1693","metastasis","lung","carcinoma","female","55","lymph_node","LUAD"
"SW780_URINARY_TRACT","ACH-000384","SW 780","primary","urinary_tract","carcinoma","female","80","","BLCA"
"HS683_CENTRAL_NERVOUS_SYSTEM","ACH-000067","Hs 683","primary","central_nervous_system","glioma","male","76","","LGG"
"RKO_LARGE_INTESTINE","ACH-000943","RKO","primary","large_intestine","carcinoma","","missing info","","COAD/READ"
"HS729_SOFT_TISSUE","ACH-000133","Hs 729","primary","soft_tissue","rhabdomyosarcoma","male","74","","SARC"
"JHOS2_OVARY","ACH-000132","JHOS-2","primary","ovary","carcinoma","female","45","","OV"
"MCF7_BREAST","ACH-000019","MCF7","metastasis","breast","carcinoma","female","69","pleura","BRCA"
"U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000406","U-937","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","37","pleura","DLBC"
"SKLMS1_SOFT_TISSUE","ACH-000145","SK-LMS-1","primary","soft_tissue","sarcoma","female","43","","missing info"
"HUTU80_SMALL_INTESTINE","ACH-000538","HuTu 80","primary","small_intestine","carcinoma","male","53","","missing info"
"HCC202_BREAST","ACH-000725","HCC202","primary","breast","carcinoma","female","82","","BRCA"
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000072","MEG-01","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","male","55","","LCML"
"REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000960","Reh","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","15","","ALL"
"ONS76_CENTRAL_NERVOUS_SYSTEM","ACH-000776","ONS-76","primary","central_nervous_system","primitive_neuroectodermal_tumour-medulloblastoma","female","2","","MB"
"SNUC1_LARGE_INTESTINE","ACH-000722","SNU-C1","metastasis","large_intestine","carcinoma","male","71","peritoneum","COAD/READ"
"SKNDZ_AUTONOMIC_GANGLIA","ACH-000366","SK-N-DZ","metastasis","autonomic_ganglia","neuroblastoma","female","2","bone_marrow","NB"
"DMS114_LUNG","ACH-000530","DMS 114","primary","lung","carcinoma","male","68","","SCLC"
"TT_OESOPHAGUS","ACH-000561","missing info","missing info","missing info","missing info","missing info","missing info","missing info","ESCA"
"ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000567","ST486","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","missing info","ascites","DLBC"
"OC314_OVARY","ACH-000962","OC 314","metastasis","ovary","carcinoma","female","39","ascites","OV"
"SW1353_BONE","ACH-000418","SW 1353","primary","bone","chondrosarcoma","female","72","","SARC"
"MDAMB157_BREAST","ACH-000621","MDA-MB-157","metastasis","breast","carcinoma","female","44","pleura","BRCA"
"LN18_CENTRAL_NERVOUS_SYSTEM","ACH-000819","LN-18","primary","central_nervous_system","glioma","male","65","","GBM"
"CAOV3_OVARY","ACH-000713","Caov-3","primary","ovary","carcinoma","female","54","","OV"
"HEPG2_LIVER","ACH-000739","Hep G2","primary","liver","carcinoma","male","15","","LIHC"
"NCIH524_LUNG","ACH-000816","NCI-H524","metastasis","lung","carcinoma","male","63","lymph_node","SCLC"
"NCIH209_LUNG","ACH-000290","NCI-H209","metastasis","lung","carcinoma","male","55","bone_marrow","SCLC"
"MIAPACA2_PANCREAS","ACH-000601","MIA PaCa-2","primary","pancreas","carcinoma","male","65","","PAAD"
"MCAS_OVARY","ACH-000796","MCAS","primary","ovary","carcinoma","female","missing info","","OV"
"SBC5_LUNG","ACH-000670","SBC-5","primary","lung","carcinoma","","missing info","","SCLC"
"COLO829_SKIN","ACH-000644","COLO 829","primary","skin","malignant_melanoma","male","45","","SKCM"
"VCAP_PROSTATE","ACH-000115","VCaP","metastasis","prostate","carcinoma","male","59","vertebra","PRAD"
"IPC298_SKIN","ACH-000915","IPC-298","primary","skin","malignant_melanoma","female","64","","SKCM"
"CAPAN2_PANCREAS","ACH-000107","Capan-2","primary","pancreas","carcinoma","male","56","","PAAD"
"EFM192A_BREAST","ACH-000117","EFM-192A","metastasis","breast","carcinoma","female","46","pleura","BRCA"
"HS766T_PANCREAS","ACH-000178","Hs 766T","metastasis","pancreas","carcinoma","male","46","","PAAD"
"EFO27_OVARY","ACH-000936","EFO-27","metastasis","ovary","carcinoma","female","36","omentum","OV"
"A2780_OVARY","ACH-000657","A2780","primary","ovary","carcinoma","female","missing info","","UNABLE TO CLASSIFY"
"NCIH196_LUNG","ACH-000752","NCI-H196","metastasis","lung","carcinoma","male","68","pleura","SCLC"
"IGROV1_OVARY","ACH-000966","IGROV1","primary","ovary","carcinoma","female","47","","OV"
"NCIH889_LUNG","ACH-000297","NCI-H889","metastasis","lung","carcinoma","female","69","lymph_node","SCLC"
"NCIH211_LUNG","ACH-000639","NCI-H211","metastasis","lung","carcinoma","female","50","bone_marrow","SCLC"
"MDAPCA2B_PROSTATE","ACH-000952","MDA PCa 2b","metastasis","prostate","carcinoma","male","63","bone","PRAD"
"SKMEL24_SKIN","ACH-000822","SK-MEL-24","metastasis","skin","malignant_melanoma","male","67","lymph_node","SKCM"
"K029AX_SKIN","ACH-000404","K029AX","primary","skin","malignant_melanoma","","missing info","","SKCM"
"HT1376_URINARY_TRACT","ACH-000724","HT-1376","primary","urinary_tract","carcinoma","female","58","","BLCA"
"NCIH2171_LUNG","ACH-000525","NCI-H2171","metastasis","lung","carcinoma","male","50","pleura","SCLC"
"PANC1005_PANCREAS","ACH-000060","Panc 10.05","primary","pancreas","carcinoma","male","missing info","","PAAD"
"HS695T_SKIN","ACH-000799","Hs 695T","metastasis","skin","malignant_melanoma","male","26","lymph_node","SKCM"
"LOUNH91_LUNG","ACH-000176","LOU-NH91","primary","lung","carcinoma","female","64","","LUSC"
"LK2_LUNG","ACH-000769","LK-2","primary","lung","carcinoma","","missing info","","LUSC"
"TOV21G_OVARY","ACH-000885","TOV-21G","primary","ovary","carcinoma","female","62","","OV"
"SKMEL3_SKIN","ACH-000423","SK-MEL-3","metastasis","skin","malignant_melanoma","female","42","lymph_node","SKCM"
"ASPC1_PANCREAS","ACH-000222","AsPC-1","metastasis","pancreas","carcinoma","female","62","ascites","PAAD"
"OVSAHO_OVARY","ACH-000409","OVSAHO","metastasis","ovary","carcinoma","female","56","abdomen","OV"
"NCIH441_LUNG","ACH-000638","NCI-H441","metastasis","lung","carcinoma","","missing info","pericardial_effusion","LUAD"
"RERFLCSQ1_LUNG","ACH-000442","RERF-LC-Sq1","primary","lung","carcinoma","female","74","","LUSC"
"NCIH2030_LUNG","ACH-000521","NCI-H2030","metastasis","lung","carcinoma","male","missing info","lymph_node","LUAD"
"HMCB_SKIN","ACH-000931","HMCB","primary","skin","malignant_melanoma","","missing info","","SKCM"
"FUOV1_OVARY","ACH-000574","FU-OV-1","primary","ovary","carcinoma","female","65","","OV"
"MALME3M_SKIN","ACH-000477","Malme-3M","metastasis","skin","malignant_melanoma","male","43","lung","SKCM"
"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000380","KMS-12-BM","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","64","","MM"
"T98G_CENTRAL_NERVOUS_SYSTEM","ACH-000571","T98G","primary","central_nervous_system","glioma","male","61","","GBM"
"HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000002","HL-60","primary","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","female","35","","LAML"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","ACH-000863","DBTRG-05MG","primary","central_nervous_system","glioma","female","59","","GBM"
"HEYA8_OVARY","ACH-000542","Hey-A8","metastasis","ovary","carcinoma","female","missing info","","OV"
"NCIH2122_LUNG","ACH-000311","NCI-H2122","metastasis","lung","carcinoma","female","46","pleura","LUAD"
"MELJUSO_SKIN","ACH-000881","MEL-JUSO","primary","skin","malignant_melanoma","female","58","","SKCM"
"SW620_LARGE_INTESTINE","ACH-000651","SW620","metastasis","large_intestine","carcinoma","male","51","lymph_node","COAD/READ"
"HCT116_LARGE_INTESTINE","ACH-000971","HCT 116","primary","large_intestine","carcinoma","male","missing info","","COAD/READ"
"VMRCRCZ_KIDNEY","ACH-000171","VMRC-RCZ","primary","kidney","carcinoma","","missing info","","KIRC"
"DU145_PROSTATE","ACH-000979","DU 145","metastasis","prostate","carcinoma","male","69","brain","PRAD"
"MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000763","MM1-S","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","","missing info","","MM"
"L33_PANCREAS","ACH-000685","L3.3","metastasis","pancreas","carcinoma","","missing info","","PAAD"
"A549_LUNG","ACH-000681","A549","primary","lung","carcinoma","male","58","","LUAD"
"A172_CENTRAL_NERVOUS_SYSTEM","ACH-000558","A172","primary","central_nervous_system","glioma","male","53","","GBM"
"NCIH1975_LUNG","ACH-000587","NCI-H1975","primary","lung","carcinoma","female","missing info","","LUAD"
"COLO679_SKIN","ACH-000805","COLO-679","metastasis","skin","malignant_melanoma","female","47","soft_tissue","SKCM"
"KP2_PANCREAS","ACH-000281","KP-2","primary","pancreas","carcinoma","female","65","","PAAD"
"HUH1_LIVER","ACH-000475","huH-1","primary","liver","carcinoma","male","35","","LIHC"
"MDAMB453_BREAST","ACH-000910","MDA-MB-453","metastasis","breast","carcinoma","female","48","pericardial_effusion","BRCA"
"PANC0403_PANCREAS","ACH-000235","Panc 04.03","primary","pancreas","carcinoma","male","70","","PAAD"
"TYKNU_OVARY","ACH-000430","TYK-nu","primary","ovary","carcinoma","female","missing info","","UNABLE TO CLASSIFY"
"OVISE_OVARY","ACH-000527","OVISE","metastasis","ovary","carcinoma","female","40","bone","OV"
"EFM19_BREAST","ACH-000330","EFM-19","metastasis","breast","carcinoma","female","50","pleura","BRCA"
"MELHO_SKIN","ACH-000450","MEL-HO","primary","skin","malignant_melanoma","female","missing info","","SKCM"
"RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000371","RL","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","52","ascites","DLBC"
"G361_SKIN","ACH-000572","G-361","primary","skin","malignant_melanoma","male","31","","SKCM"
"NCIH647_LUNG","ACH-000378","NCI-H647","metastasis","lung","carcinoma","male","56","pleura","LUAD"
"GMS10_CENTRAL_NERVOUS_SYSTEM","ACH-000102","GMS-10","primary","central_nervous_system","glioma","male","49","","GBM"
"SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000782","SEM","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","female","5","","ALL"
"HLFA_FIBROBLAST","ACH-000797","HLF-a","primary","lung","carcinoma","female","54","","LUSC"
"HCC44_LUNG","ACH-000667","HCC-44","primary","lung","carcinoma","female","54","","LUAD"
"KYSE70_OESOPHAGUS","ACH-000784","KYSE-70","primary","oesophagus","carcinoma","male","77","","ESCA"
"GAMG_CENTRAL_NERVOUS_SYSTEM","ACH-000098","GAMG","primary","central_nervous_system","glioma","female","42","","LGG"
"NCIH522_LUNG","ACH-000343","NCI-H522","primary","lung","carcinoma","male","60","","LUAD"
"EN_ENDOMETRIUM","ACH-000978","EN","primary","endometrium","carcinoma","female","50","","UCEC"
"PK59_PANCREAS","ACH-000205","PK-59","primary","pancreas","carcinoma","","missing info","","PAAD"
"COLO741_SKIN","ACH-000582","COLO 741","metastasis","skin","malignant_melanoma","female","69","pelvic_wall","SKCM"
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000190","HD-MY-Z","metastasis","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","","29","pleura","missing info"
"NCIH661_LUNG","ACH-000853","NCI-H661","metastasis","lung","carcinoma","male","43","lymph_node","missing info"
"LNCAPCLONEFGC_PROSTATE","ACH-000977","LNCaP clone FGC","metastasis","prostate","carcinoma","male","50","lymph_node","PRAD"
"LS411N_LARGE_INTESTINE","ACH-000985","LS411N","primary","large_intestine","carcinoma","male","32","","COAD/READ"
"HCC78_LUNG","ACH-000562","HCC-78","metastasis","lung","carcinoma","male","65","pleura","LUAD"
"YKG1_CENTRAL_NERVOUS_SYSTEM","ACH-000570","YKG1","primary","central_nervous_system","glioma","female","missing info","","GBM"
"ESS1_ENDOMETRIUM","ACH-000913","ESS-1","primary","endometrium","carcinoma","female","76","","UCEC"
"U251MG_CENTRAL_NERVOUS_SYSTEM","ACH-000232","U-251 MG","primary","central_nervous_system","glioma","male","missing info","","GBM"
"TE11_OESOPHAGUS","ACH-000488","TE-11","primary","oesophagus","carcinoma","","58","","ESCA"
"KS1_CENTRAL_NERVOUS_SYSTEM","ACH-000631","KS-1","primary","central_nervous_system","glioma","female","missing info","","GBM"
"HEC1A_ENDOMETRIUM","ACH-000954","HEC-1-A","primary","endometrium","carcinoma","female","71","","UCEC"
"TE1_OESOPHAGUS","ACH-000647","TE-1","primary","oesophagus","carcinoma","male","missing info","","ESCA"
"JHUEM2_ENDOMETRIUM","ACH-000909","JHUEM-2","primary","endometrium","carcinoma","female","62","","UCEC"
"RERFLCAD1_LUNG","ACH-000791","RERF-LC-Ad1","primary","lung","carcinoma","male","70","","LUAD"
"TE5_OESOPHAGUS","ACH-000408","TE-5","primary","oesophagus","carcinoma","female","73","","ESCA"
"KELLY_AUTONOMIC_GANGLIA","ACH-000259","KELLY","primary","autonomic_ganglia","neuroblastoma","","missing info","","NB"
"NCIH1155_LUNG","ACH-000980","NCI-H1155","metastasis","lung","carcinoma","male","36","lymph_node","missing info"
"TE15_OESOPHAGUS","ACH-000353","TE-15","primary","oesophagus","carcinoma","female","missing info","","ESCA"
"ABC1_LUNG","ACH-000528","ABC-1","primary","lung","carcinoma","male","47","","LUAD"
"NCIH1703_LUNG","ACH-000747","NCI-H1703","primary","lung","carcinoma","male","54","","LUSC"
"AGS_STOMACH","ACH-000880","AGS","primary","stomach","carcinoma","female","54","","STAD"
"QGP1_PANCREAS","ACH-000347","QGP-1","primary","pancreas","carcinoma","male","61","","PAAD"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT","ACH-000207","Detroit 562","metastasis","upper_aerodigestive_tract","carcinoma","female","missing info","pleura","HNSC"
"BT474_BREAST","ACH-000927","BT-474","primary","breast","carcinoma","female","60","","BRCA"
"ACHN_KIDNEY","ACH-000046","ACHN","metastasis","kidney","carcinoma","male","22","pleura","KIRC"
"LOVO_LARGE_INTESTINE","ACH-000950","LoVo","metastasis","large_intestine","carcinoma","male","56","lymph_node","COAD/READ"
"NCIH1581_LUNG","ACH-000015","NCI-H1581","primary","lung","carcinoma","male","44","","missing info"
"SCABER_URINARY_TRACT","ACH-000839","SCaBER","primary","urinary_tract","carcinoma","male","58","","BLCA"
"SKMEL30_SKIN","ACH-000810","SK-MEL-30","metastasis","skin","malignant_melanoma","male","67","skin","SKCM"
"OVKATE_OVARY","ACH-000443","OVKATE","primary","ovary","carcinoma","female","40","","OV"
"C32_SKIN","ACH-000580","C32","primary","skin","malignant_melanoma","male","53","","SKCM"
"PANC0327_PANCREAS","ACH-000139","Panc 03.27","primary","pancreas","carcinoma","female","65","","PAAD"
"RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000817","RPMI 8226","primary","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","male","61","","MM"
"ES2_OVARY","ACH-000906","ES-2","primary","ovary","carcinoma","female","47","","OV"
"NCIH1395_LUNG","ACH-000327","NCI-H1395","primary","lung","carcinoma","female","55","","LUAD"
"NCIH1781_LUNG","ACH-000379","NCI-H1781","metastasis","lung","carcinoma","female","66","pleura","LUAD"
"LS1034_LARGE_INTESTINE","ACH-000252","LS1034","primary","large_intestine","carcinoma","male","54","","COAD/READ"
"G402_SOFT_TISSUE","ACH-000375","G-402","primary","soft_tissue","rhabdoid_tumour","female","0.75","","SARC"
"NCIH146_LUNG","ACH-000506","NCI-H146","metastasis","lung","carcinoma","male","59","pleura","SCLC"
"SW48_LARGE_INTESTINE","ACH-000958","SW48","primary","large_intestine","carcinoma","female","82","","COAD/READ"
"CHP212_AUTONOMIC_GANGLIA","ACH-000120","CHP-212","primary","autonomic_ganglia","neuroblastoma","","missing info","","NB"
